ID,pair_id,sentence,MOS
424,174,C'est un des pesticides les plus souvent trouvés dans l'eau potable.,1.25
425,175,"Son nom est une appropriation de celui du groupe antinazi La Rose Blanche, sans rapport avec ce groupe.",2.6
426,176,Les personnels travailleurs sociaux issus de l'éducation spécialisée effectuent la prise en charge.,2.4
427,177,Cette fonction s'observe également sous la Ve lors des périodes de cohabitation.,1.1666666666666667
428,178,"Trois prix sont proposés. Il s'agit du prix de la meilleure nouvelle, du prix du meilleur livre et du prix de la meilleure poésie.",2.6
429,179,Le vrai Nord désigne la direction du pôle Nord géographique par rapport au navigateur.,1.2
430,180,"Elle remet aussi quelques prix. Il s'agit de la Médaille Massey, la Médaille d'Or, la Médaille Camsell et le Prix canadien de l'innovation environnementale.",2.1666666666666665
431,181,Elle marche également sur les ailes d'avions en vol ou se balance en dessous.,2.25
432,182,La perception d'un risque évident ou potentiel est-elle la même pour tous ?,1.3333333333333333
433,183,Un recourbe-cils permet de courber les cils naturels ou faux.,1.2
434,184,"Avec une documentation précise et complète, Govdex est d'utilisation simple.",1.4
435,185,Il y a également un stade annexe avec une aire d’athlétisme de six couloirs.,1.0
436,186,"On a aussi trouvé des statues du Bouddha en bronze, des plaques de terre cuite, des perles de verre et d'autres petits objets sur le site.",1.8
437,187,C’est à lui de prévenir et de régler les crises pour maintenir l'ordre du groupe.,2.0
438,188,La sculpture est installée depuis 1964 dans le jardin du Carrousel aux Tuileries.,1.6
439,189,Les conditions macro-climatiques de la période expliquent certains proverbes concernant des dates données.,2.8
440,190,"Le terme « chad » est souvent utilisé pour désigner une personne estimée, respectée et appréciée.",1.5
441,191,Le hasard et les confrontations violentes sont des éléments standards d'une intrigue de thriller.,2.0
442,192,Le père Noël est doublé par Thierry Wermuth dans cet épisode.,1.0
443,193,"Elle a dirigé Windhoek de novembre 2012 à décembre 2014, puis siégé à l'assemblée nationale de 2015 à 2020.",2.6
444,194,"Les beakheads se trouvent dans l'architecture romane. Ils sont principalement en Angleterre, Irlande, Espagne, France, Anjou et Normandie.",1.3333333333333333
445,195,"L'entreprise communique la liste des pays, contenant plusieurs territoires non souverains.",1.6
446,196,Il récompense l'œuvre d'un photographe qui a enrichi le patrimoine culturel espagnol.,1.4
447,197,L’Ordre des psychologues du Québec est un ordre professionnel.,1.6
448,198,"Ludovic Rambaud, ancien rédacteur en chef de DJ Mag, estime depuis 2004 qu'il y a environ 30 à 50 fermetures annuelles.",1.6
449,199,"1520 Sedgwick Avenue est un immeuble à loyer modéré à Morris Heights, dans le Bronx, à New York.",1.5
450,200,"Son but était de donner de l'eau pour boire ou pour permettre de faire les rituels de purification, le wudu, à plusieurs personnes en même temps.",1.4
451,201,L’objectivation montre comment le passé est recréé selon la situation actuelle.,2.2
452,202,Il récompense un ou plusieurs jeunes photographes actifs dans l'année par leurs expositions et publications.,2.4
453,203,Incident : On a arrêté la tranche 1 pendant un an à cause d'un incendie en 1975 qui l'a fortement endommagée.,1.2
454,204,Le GH4 était le premier appareil hybride capable de filmer en 4K.,1.4
455,205,Le nom pulaar se distingue de l’appellation pular utilisée par les locuteurs du Fouta-Djalon.,2.6
456,206,"Pour les vélos, la pédale de gauche est filetée dans le sens anti-horaire pour qu'elle reste en place pendant l'utilisation.",1.8
457,207,"Ils commencent à s'intituler comtes de Horn et d'Altena, même sans être comtes de ces terres.",2.0
458,208,"Le Congrès a condamné une étude scientifique, cela était un événement sans précédent à cette époque.",1.4
459,209,"La famille Nishimoto, créateur du Minilab, détient plus de 50 % des actions de Noritsu Koki.",1.8
460,210,"Ces rôles sont les comportements attendus d’un individu ou organisation, dans l’exercice d’une fonction qui renvoie au statut social.",2.8
461,211,Sony a commercialisé le reflex d'entrée de gamme Le Sony Alpha 380 (typographié α 380) à partir du premier trimestre 2009.,2.4
462,212,"Mika Ranta a formé les Soldiers of Odin (SOO), une organisation de patrouille de rue opposée à l'immigration, en octobre 2015 à Kemi en Finlande.",2.6
463,213,"Pour que la masse des bobines suive les mouvements, il faut laisser entre elles et la fenêtre une boucle d'amortissement.",1.4
464,214,Le Stade municipal de Bouna est un stade de football au nord-est de la Côte d'Ivoire.,1.4
465,215,"Elle peut impliquer des organismes, des réunions, des instructions ou des corps interministériels.",1.3333333333333333
466,216,L'artiste néo-classique italien Antonio Canova a réalisé la sculpture en marbre Persée triomphant entre 1797 et 1801.,2.5
467,217,"Pour le pacage, il faut distinguer de la vaine pâture qui se fait sur des terres appropriées.",2.4
468,218,Terry et son comité postulent cependant que l'usage de la cigarette contenant de la nicotine est sans dépendance.,2.8
469,219,Elle permet de stocker des informations de nature auditive pendant une période de temps brève.,1.4
470,220,"Son avis de décès dans le New York Herald, indique qu'il avait 31 ans.",2.4
471,221,Madeleine Laval est une germaniste et une traductrice française.,2.6
472,222,Ils doivent alors justifier de cette plus grande richesse aux yeux de la société.,2.4
473,223,La mairie ouvre une grande médiathèque dans le quartier de Grammont.,1.0
474,224,Les patriciens étaient souvent membres des conseils de ville et prenaient les rôles publics les plus importants.,1.8
475,225,Zubr signifie bison en référence au dernier peuplement de bison d'Europe qui survivent uniquement dans une forêt entre la Pologne et la Biélorussie.,2.4
476,226,"On a utilisé cette méthode pour vérifier la sûreté des centrales nucléaires, qui repose sur une conception déterministe (Défense en profondeur).",2.4
477,227,La société est cotée à Copenhague et au NASDAQ de New York.,1.4
478,228,Rome devint la capitale définitive du royaume en 1871 après la conquête du Latium et le refuge du pape au Vatican.,1.6
479,229,"L’absence d’éléments décoratifs accentue la « présence » forte du personnage, concentrant entièrement le regard sur lui.",1.6666666666666667
480,230,Il existe également des embauchoirs simples en plastique ou en métal embouti.,1.75
481,231,Le Evening Standard décrit le service comme l'une des rares « licornes » technologiques du Royaume-Uni.,2.5
482,232,Cette coiffure était en vogue au Moyen Âge chez les femmes de la noblesse européenne.,1.2
483,233,"Les pratiques sociales, rituels et événements festifs relèvent du patrimoine culturel immatériel de l'humanité.",3.2
484,234,Ce personnage de La Comédie humaine apparaît pour la première fois dans ce roman.,2.0
485,235,La sonde Phoenix a quitté la Terre le 4 août 2007 avec un message audio de Carl Sagan pour les futurs colons de la planète Mars.,1.8
486,236,"Melville, un marin et baleinier de 1840 à 1842, s'inspire de faits réels dans ses romans.",2.0
487,237,Le navigateur portugais Fernand de Magellan a nommé cet océan 'Pacifique' en 1520 pour ses eaux calmes.,1.1666666666666667
488,238,"Neo décide d'affronter les ennemis pour sauver Morpheus, risquant sa vie.",1.4
489,239,"Un tunnelier est une machine qui creuse des tunnels dans différents types de sols, du sable au granite.",2.0
490,240,"Le parapente, dérivé du parachute, permet le vol libre ou le paramoteur.",1.4
491,241,"Mélangeant histoire et fiction, le film raconte le naufrage du Titanic et met en avant Leonardo DiCaprio et Kate Winslet.",1.8
492,242,"Les langues sémitiques existent depuis plus de quatre millénaires, avec l’akkadien et l’ougaritique.",2.0
493,243,"Une lettre de sa mère révèle que sa sœur va bientôt épouser un certain Loujine, changeant ses plans.",2.0
494,244,Le roi consent à quitter Versailles et est escorté à Paris.,1.2
495,245,"Les mangas ont influencé la culture japonaise dans l'animation, la musique et les jeux vidéo.",1.8
496,246,"Tous ces développements ont abouti à l'Internet, également connu sous le nom de « réseau des réseaux.",2.0
497,247,Ce principe montre que la mécanique quantique est fondamentalement probabiliste.,1.4
498,248,Divers auteurs ont défini la cuisine méditerranéenne par sa géographie ou ses ingrédients de base.,2.0
499,249,"L'enseignement est désormais unifié, incluant médecine, chirurgie et accouchements.",2.0
500,250,C'est le plus grand fleuve du monde en débit d'eau et l'un des plus longs.,2.0
